Mã khối,Môn xét tuyển,Mã trường,Tên trường,Số ngành
M01,"Ngữ văn, Lịch sử, Năng khiếu",HHT,Trường Đại Học Hà Tĩnh,1ngành
M01,"Ngữ văn, Lịch sử, Năng khiếu",DQU,Trường Đại Học Quảng Nam,1ngành
M01,"Ngữ văn, Lịch sử, Năng khiếu",CMC,Trường Đại Học CMC,13ngành
M01,"Ngữ văn, Lịch sử, Năng khiếu",DDN,Trường Đại Học Đại Nam,43ngành
M01,"Ngữ văn, Lịch sử, Năng khiếu",TTG,Trường Đại Học Tiền Giang,1ngành
M01,"Ngữ văn, Lịch sử, Năng khiếu",CEA,Trường Đại học Nghệ An,1ngành
M01,"Ngữ văn, Lịch sử, Năng khiếu",DSG,Trường Đại Học Công Nghệ Sài Gòn,9ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",HHK,Học Viện Hàng không Việt Nam,21ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",DTT,Trường Đại Học Tôn Đức Thắng,10ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",SGD,Trường Đại Học Sài Gòn,9ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",DQK,Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,3ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",CMC,Trường Đại Học CMC,13ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",NTT,Trường Đại Học Nguyễn Tất Thành,1ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",DDN,Trường Đại Học Đại Nam,43ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",DAD,Trường Đại Học Đông Á,1ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",UMT,Trường Đại học Quản lý và công nghệ TPHCM,1ngành
H06,"Ngữ văn, Tiếng Anh,Vẽ mỹ thuật",DSG,Trường Đại Học Công Nghệ Sài Gòn,9ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HTC,Học Viện Tài chính,50ngành
"X26, K01","Toán, Tiếng Anh, Tin học",BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,39ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TMU,Trường Đại Học Thương Mại,22ngành
"X26, K01","Toán, Tiếng Anh, Tin học",SPS,Trường Đại Học Sư Phạm TPHCM,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",KMA,Học Viện Kỹ Thuật Mật Mã,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HPN,Học Viện Phụ Nữ Việt Nam,5ngành
"X26, K01","Toán, Tiếng Anh, Tin học",ANH,Học Viện An Ninh Nhân Dân,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,45ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DCT,Trường Đại Học Công Thương TPHCM,9ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HHK,Học Viện Hàng không Việt Nam,33ngành
"X26, K01","Toán, Tiếng Anh, Tin học",PKA,Đại Học Phenikaa,43ngành
"X26, K01","Toán, Tiếng Anh, Tin học",NHF,Trường Đại Học Hà Nội,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",YTC,Trường Đại Học Y Tế Công Cộng,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TDM,Trường Đại học Thủ Dầu Một,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTL,Trường Đại Học Thăng Long,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TLA,Trường Đại Học Thủy Lợi,28ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTT,Trường Đại Học Tôn Đức Thắng,47ngành
"X26, K01","Toán, Tiếng Anh, Tin học",QHT,Trường Đại Học Khoa Học Tự Nhiên Hà Nội,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TCT,Đại Học Cần Thơ,22ngành
"X26, K01","Toán, Tiếng Anh, Tin học",SGD,Trường Đại Học Sài Gòn,20ngành
"X26, K01","Toán, Tiếng Anh, Tin học",SP2,Trường Đại Học Sư Phạm Hà Nội 2,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",LPS,Trường Đại Học Luật TPHCM,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DDK,Trường Đại Học Bách Khoa Đà Nẵng,11ngành
"X26, K01","Toán, Tiếng Anh, Tin học",BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),18ngành
"X26, K01","Toán, Tiếng Anh, Tin học",THV,Trường Đại Học Hùng Vương,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",THP,Trường Đại Học Hải Phòng,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HCP,Học Viện Chính Sách và Phát Triển,6ngành
"X26, K01","Toán, Tiếng Anh, Tin học",MHN,Trường Đại Học Mở Hà Nội,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",LDA,Trường Đại Học Công Đoàn,12ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TDV,Trường Đại Học Vinh,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HCH,Học Viện Hành Chính và Quản trị công,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",SPD,Trường Đại Học Đồng Tháp,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",QHK,Trường Khoa học liên ngành và Nghệ thuật Hà Nội,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DQN,Trường Đại Học Quy Nhơn,15ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DDQ,Trường Đại Học Kinh Tế – Đại Học Đà Nẵng,19ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DQB,Trường Đại Học Quảng Bình,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HHT,Trường Đại Học Hà Tĩnh,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DMT,Trường Đại học Tài Nguyên và Môi Trường Hà Nội,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",NHS,Trường Đại Học Ngân Hàng TPHCM,27ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DQU,Trường Đại Học Quảng Nam,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DDP,Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",QHQ,Trường Quốc Tế  - ĐHQG Hà Nội,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",KCN,Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,6ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DVT,Đại Học Trà Vinh,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",NLS,Trường Đại Học Nông Lâm TPHCM,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",XDA,Trường Đại Học Xây Dựng Hà Nội,16ngành
"X26, K01","Toán, Tiếng Anh, Tin học",SKH,Trường Đại Học Sư Phạm Kỹ Thuật Hưng Yên,28ngành
"X26, K01","Toán, Tiếng Anh, Tin học",MBS,Trường Đại Học Mở TPHCM,46ngành
"X26, K01","Toán, Tiếng Anh, Tin học",GTA,Trường Đại học Công nghệ Giao thông vận tải,74ngành
"X26, K01","Toán, Tiếng Anh, Tin học",MDA,Trường Đại Học Mỏ Địa Chất,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DPD,Trường Đại Học Phương Đông,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",VLU,Trường Đại học Công nghệ kỹ thuật Vĩnh Long,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",KTD,Trường Đại Học Kiến Trúc Đà Nẵng,15ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DQK,Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",UKH,Trường Đại học Khánh Hòa,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",CMC,Trường Đại Học CMC,18ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DHK,Trường Đại Học Kinh Tế - Đại Học Huế,22ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DHD,Trường Du Lịch - Đại Học Huế,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,28ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DDT,Đại Học Duy Tân,22ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DNC,Trường Đại học Nam Cần Thơ,11ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HIU,Trường Đại Học Quốc Tế Hồng Bàng,15ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TTU,Trường Đại học Tân Tạo,6ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DCL,Trường Đại Học Cửu Long,6ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DVL,Trường Đại Học Văn Lang,20ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DDN,Trường Đại Học Đại Nam,54ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DAD,Trường Đại Học Đông Á,27ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HCB,Học viện Kỹ thuật và Công nghệ an ninh (Phía Bắc),6ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HCN,Học viện Kỹ thuật và Công nghệ an ninh (Phía Nam),6ngành
"X26, K01","Toán, Tiếng Anh, Tin học",QHD,Trường Quản Trị và Kinh Doanh - ĐHQG Hà Nội,6ngành
"X26, K01","Toán, Tiếng Anh, Tin học",VGU,Trường Đại Học Việt Đức,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TLS,Trường Đại Học Thủy Lợi (Cơ sở 2),8ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTD,Trường Đại Học Tây Đô,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DDU,Trường Đại Học Đông Đô,8ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DYD,Trường Đại Học Yersin Đà Lạt,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTV,Trường Đại Học Lương Thế Vinh,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",BVU,Trường Đại Học Bà Rịa – Vũng Tàu,15ngành
"X26, K01","Toán, Tiếng Anh, Tin học",MIT,Trường Đại học Công nghệ Miền Đông,14ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DKB,Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,11ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DFA,Trường Đại học Tài chính Quản trị kinh doanh,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DNT,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,13ngành
"X26, K01","Toán, Tiếng Anh, Tin học",LNH,Trường Đại Học Lâm nghiệp,16ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DVH,Trường Đại Học Văn Hiến,8ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DQT,Trường Đại Học Quang Trung,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DVP,Trường Đại Học Trưng Vương,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",THU,Trường Đại học Y khoa Tokyo Việt Nam,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",EIU,Trường Đại Học Quốc Tế Miền Đông,9ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DDV,Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DHE,Khoa Kỹ thuật và Công nghệ - Đại học Huế,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTB,Trường Đại Học Thái Bình,11ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DHT,Trường Đại Học Khoa Học Huế,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTZ,Trường Đại Học Khoa Học Thái Nguyên,28ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DNU,Trường Đại Học Đồng Nai,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",NTU,Trường Đại Học Nguyễn Trãi,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",VUI,Trường Đại Học Công Nghiệp Việt Trì,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DCA,Trường Đại học Intracom,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DCQ,Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TBD,Trường Đại Học Thái Bình Dương,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DVB,Trường Đại Học Kinh tế công nghệ Thái Nguyên,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DPX,Trường Đại Học Phú Xuân,4ngành
"X26, K01","Toán, Tiếng Anh, Tin học",HPU,Trường Đại học Quản lý và Công nghệ Hải Phòng,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",MTU,Trường Đại Học Xây Dựng Miền Tây,2ngành
"X26, K01","Toán, Tiếng Anh, Tin học",LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai,3ngành
"X26, K01","Toán, Tiếng Anh, Tin học",GDU,Trường Đại Học Gia Định,22ngành
"X26, K01","Toán, Tiếng Anh, Tin học",XDT,Trường Đại Học Xây Dựng Miền Trung,30ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DSG,Trường Đại Học Công Nghệ Sài Gòn,23ngành
"X26, K01","Toán, Tiếng Anh, Tin học",XDN,Phân hiệu Đại học Xây dựng miền Trung tại Đà Nẵng,12ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TTB,Trường Đại Học Tây Bắc,7ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TDL,Trường Đại Học Đà Lạt,10ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DTP,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,1ngành
"X26, K01","Toán, Tiếng Anh, Tin học",TQU,Trường Đại học Tân Trào,5ngành
"X26, K01","Toán, Tiếng Anh, Tin học",DNB,Trường Đại Học Hoa Lư,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,6ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",HHK,Học Viện Hàng không Việt Nam,21ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",PKA,Đại Học Phenikaa,25ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",TDM,Trường Đại học Thủ Dầu Một,3ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DTT,Trường Đại Học Tôn Đức Thắng,8ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",HVN,Học Viện Nông Nghiệp Việt Nam,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",QHX,Trường Đại Học Khoa Học Xã Hội và Nhân Văn Hà Nội,29ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",QHF,Trường Đại Học Ngoại Ngữ - ĐH Quốc gia Hà Nội,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",SGD,Trường Đại Học Sài Gòn,9ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",SP2,Trường Đại Học Sư Phạm Hà Nội 2,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",LPS,Trường Đại Học Luật TPHCM,3ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",LDA,Trường Đại Học Công Đoàn,4ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",TTN,Trường Đại Học Tây Nguyên,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DQN,Trường Đại Học Quy Nhơn,3ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",HLU,Trường Đại Học Hạ Long,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DKT,Trường Đại Học Hải Dương,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DBL,Trường Đại Học Bạc Liêu,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DQU,Trường Đại Học Quảng Nam,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",KCC,Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",MBS,Trường Đại Học Mở TPHCM,10ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",VLU,Trường Đại học Công nghệ kỹ thuật Vĩnh Long,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",UKH,Trường Đại học Khánh Hòa,4ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",CMC,Trường Đại Học CMC,13ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DDN,Trường Đại Học Đại Nam,43ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",SDU,Trường Đại học Sao Đỏ,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DKC,Trường Đại học Công Nghệ TPHCM,4ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DYD,Trường Đại Học Yersin Đà Lạt,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DTV,Trường Đại Học Lương Thế Vinh,9ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",VJU,Trường Đại học Việt Nhật - ĐHQG Hà Nội,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",BVU,Trường Đại Học Bà Rịa – Vũng Tàu,9ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",UEF,Trường Đại Học Kinh Tế Tài Chính TPHCM,5ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DNT,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,10ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",CEA,Trường Đại học Nghệ An,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DQT,Trường Đại Học Quang Trung,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DVP,Trường Đại Học Trưng Vương,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DCD,Trường Đại Học Công Nghệ Đồng Nai,3ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DTZ,Trường Đại Học Khoa Học Thái Nguyên,18ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",HDT,Trường Đại Học Hồng Đức,1ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DNU,Trường Đại Học Đồng Nai,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",HPU,Trường Đại học Quản lý và Công nghệ Hải Phòng,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DSG,Trường Đại Học Công Nghệ Sài Gòn,9ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DTP,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",TKG,Trường Đại học Kiên Giang,2ngành
D11,"Ngữ văn, Vật lí, Tiếng Anh",DVD,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",1ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",HHK,Học Viện Hàng không Việt Nam,18ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",SGD,Trường Đại Học Sài Gòn,6ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",DDS,Trường Đại Học Sư Phạm - Đại Học Đà Nẵng,1ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",SPD,Trường Đại Học Đồng Tháp,1ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",DVT,Đại Học Trà Vinh,2ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",CMC,Trường Đại Học CMC,13ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",NTT,Trường Đại Học Nguyễn Tất Thành,1ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",DDN,Trường Đại Học Đại Nam,43ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",DVH,Trường Đại Học Văn Hiến,2ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",DSG,Trường Đại Học Công Nghệ Sài Gòn,9ngành
N00,"Ngữ văn, Năng khiếu Âm nhạc 1, Năng khiếu Âm nhạc 2",DVD,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",SPH,Trường Đại Học Sư Phạm Hà Nội,1ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",HHK,Học Viện Hàng không Việt Nam,33ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",TDM,Trường Đại học Thủ Dầu Một,1ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",SGD,Trường Đại Học Sài Gòn,28ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",THP,Trường Đại Học Hải Phòng,1ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",SPD,Trường Đại Học Đồng Tháp,2ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",HHT,Trường Đại Học Hà Tĩnh,1ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",DQU,Trường Đại Học Quảng Nam,1ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",NLS,Trường Đại Học Nông Lâm TPHCM,2ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",CMC,Trường Đại Học CMC,18ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,26ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",DDN,Trường Đại Học Đại Nam,47ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",NLN,Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",CEA,Trường Đại học Nghệ An,1ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",HDT,Trường Đại Học Hồng Đức,2ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",DSG,Trường Đại Học Công Nghệ Sài Gòn,23ngành
M00,"Ngữ văn, Toán, Đọc diễn cảm, Hát",DVD,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",2ngành
T02,"Ngữ văn, Sinh, Năng khiếu TDTT",HHK,Học Viện Hàng không Việt Nam,18ngành
T02,"Ngữ văn, Sinh, Năng khiếu TDTT",SGD,Trường Đại Học Sài Gòn,6ngành
T02,"Ngữ văn, Sinh, Năng khiếu TDTT",THP,Trường Đại Học Hải Phòng,1ngành
T02,"Ngữ văn, Sinh, Năng khiếu TDTT",SPD,Trường Đại Học Đồng Tháp,2ngành
T02,"Ngữ văn, Sinh, Năng khiếu TDTT",DHC,Khoa Giáo Dục Thể Chất Huế,1ngành
